Fecha;RAH;RAM;RAS;DECG;DECM;DECS
2458902.5;18;44;0.57;-23;2;41.9
2458907.5;18;45;48.49;-23;1;20.2
2458912.5;18;47;36.45;-22;59;53.9
2458917.5;18;49;24.44;-22;58;23
2458922.5;18;51;12.47;-22;56;47.4
2458927.5;18;53;0.54;-22;55;7.1
2458932.5;18;54;48.62;-22;53;22.3
2458937.5;18;56;36.75;-22;51;32.7
2458942.5;18;58;24.91;-22;49;38.6
2458947.5;19;0;13.08;-22;47;39.8
2458952.5;19;2;1.28;-22;45;36.3
2458957.5;19;3;49.5;-22;43;28.2
2458962.5;19;5;37.74;-22;41;15.4
2458967.5;19;7;26;-22;38;58
2458972.5;19;9;14.28;-22;36;36
2458977.5;19;11;2.57;-22;34;9.3
2458982.5;19;12;50.87;-22;31;38
2458987.5;19;14;39.18;-22;29;2
2458992.5;19;16;27.51;-22;26;21.4
2458997.5;19;18;15.83;-22;23;36.2
2459002.5;19;20;4.16;-22;20;46.3
2459012.5;19;23;40.83;-22;14;52.7
2459017.5;19;25;29.16;-22;11;49
2459022.5;19;27;17.5;-22;8;40.7
2459027.5;19;29;5.83;-22;5;27.8
2459032.5;19;30;54.15;-22;2;10.2
2459037.5;19;32;42.46;-21;58;48.1
2459042.5;19;34;30.77;-21;55;21.4
2459047.5;19;36;19.06;-21;51;50.1
2459052.5;19;38;7.34;-21;48;14.2
2459057.5;19;39;55.61;-21;44;33.8
2459062.5;19;41;43.85;-21;40;48.8
2459067.5;19;43;32.08;-21;36;59.3
2459072.5;19;45;20.29;-21;33;5.2
2459077.5;19;47;8.48;-21;29;6.6
2459082.5;19;48;56.64;-21;25;3.5
2459087.5;19;50;44.78;-21;20;55.9
2459092.5;19;52;32.9;-21;16;43.7
2459097.5;19;54;20.98;-21;12;27.1
2459102.5;19;56;9.03;-21;8;6
2459107.5;19;57;57.06;-21;3;40.4
2459112.5;19;59;45.06;-20;59;10.4
2459117.5;20;1;33.01;-20;54;36
2459122.5;20;3;20.94;-20;49;57.1
2459127.5;20;5;8.83;-20;45;13.7
2459132.5;20;6;56.67;-20;40;26
2459137.5;20;8;44.48;-20;35;33.9
2459142.5;20;10;32.25;-20;30;37.4
2459152.5;20;14;7.65;-20;20;31.4
2459157.5;20;15;55.29;-20;15;21.9
2459162.5;20;17;42.88;-20;10;8
2459167.5;20;19;30.42;-20;4;49.9
2459172.5;20;21;17.92;-19;59;27.5
2459177.5;20;23;5.37;-19;54;0.8
2459182.5;20;24;52.76;-19;48;29.9
2459187.5;20;26;40.1;-19;42;54.7
2459192.5;20;28;27.39;-19;37;15.2
2459197.5;20;30;14.63;-19;31;31.7
2459202.5;20;32;1.8;-19;25;43.9
2459207.5;20;33;48.93;-19;19;51.9
2459212.5;20;35;36;-19;13;55.8
2459217.5;20;37;23;-19;7;55.6
2459222.5;20;39;9.95;-19;1;51.3
2459227.5;20;40;56.85;-18;55;42.9
2459232.5;20;42;43.67;-18;49;30.4
2459237.5;20;44;30.44;-18;43;13.9
2459242.5;20;46;17.14;-18;36;53.3
2459247.5;20;48;3.78;-18;30;28.7
2459252.5;20;49;50.36;-18;24;0.2
2459262.5;20;53;23.32;-18;10;51.2
2459267.5;20;55;9.69;-18;4;10.9
2459272.5;20;56;56.01;-17;57;26.6
2459277.5;20;58;42.26;-17;50;38.5
2459282.5;21;0;28.43;-17;43;46.5
2459287.5;21;2;14.54;-17;36;50.7
2459292.5;21;4;0.58;-17;29;51
2459297.5;21;5;46.55;-17;22;47.6
2459302.5;21;7;32.45;-17;15;40.5
2459307.5;21;9;18.28;-17;8;29.6
2459312.5;21;11;4.04;-17;1;15
2459317.5;21;12;49.73;-16;53;56.7
2459322.5;21;14;35.35;-16;46;34.7
2459327.5;21;16;20.89;-16;39;9.1
2459332.5;21;18;6.36;-16;31;40
2459337.5;21;19;51.76;-16;24;7.2
2459342.5;21;21;37.09;-16;16;30.8
2459347.5;21;23;22.34;-16;8;51
2459352.5;21;25;7.52;-16;1;7.6
2459357.5;21;26;52.63;-15;53;20.8
2459362.5;21;28;37.67;-15;45;30.5
2459367.5;21;30;22.63;-15;37;36.8
2459372.5;21;32;7.51;-15;29;39.7
2459377.5;21;33;52.33;-15;21;39.2
2459382.5;21;35;37.07;-15;13;35.4
2459387.5;21;37;21.73;-15;5;28.3
2459392.5;21;39;6.33;-14;57;17.9
2459397.5;21;40;50.85;-14;49;4.2
2459402.5;21;42;35.29;-14;40;47.3
2459407.5;21;44;19.67;-14;32;27.2
2459412.5;21;46;3.97;-14;24;4
2459417.5;21;47;48.2;-14;15;37.6
2459422.5;21;49;32.35;-14;7;8.1
2459427.5;21;51;16.44;-13;58;35.5
2459432.5;21;53;0.45;-13;49;59.9
