Fecha;RAH;RAM;RAS;DECG;DECM;DECS
2450058.5;23;42;5.87;-4;17;42.5
2450063.5;23;42;42.79;-4;13;57.6
2450073.5;23;43;56.64;-4;6;27.2
2450078.5;23;44;33.57;-4;2;41.7
2450088.5;23;45;47.45;-3;55;10.2
2450093.5;23;46;24.4;-3;51;24.2
2450098.5;23;47;1.36;-3;47;38.1
2450103.5;23;47;38.32;-3;43;51.7
2450108.5;23;48;15.29;-3;40;5.2
2450113.5;23;48;52.27;-3;36;18.6
2450123.5;23;50;6.23;-3;28;44.7
2450128.5;23;50;43.22;-3;24;57.6
2450133.5;23;51;20.23;-3;21;10.3
2450138.5;23;51;57.23;-3;17;22.8
2450143.5;23;52;34.24;-3;13;35.2
2450148.5;23;53;11.27;-3;9;47.4
2450153.5;23;53;48.29;-3;5;59.5
2450158.5;23;54;25.32;-3;2;11.4
2450163.5;23;55;2.37;-2;58;23.2
2450168.5;23;55;39.41;-2;54;34.8
2450173.5;23;56;16.47;-2;50;46.3
2450178.5;23;56;53.53;-2;46;57.6
2450183.5;23;57;30.6;-2;43;8.8
2450188.5;23;58;7.68;-2;39;19.8
2450193.5;23;58;44.77;-2;35;30.7
2450198.5;23;59;21.86;-2;31;41.5
2450203.5;23;59;58.96;-2;27;52.1
2450208.5;0;0;36.07;-2;24;2.6
2450213.5;0;1;13.19;-2;20;13
2450218.5;0;1;50.31;-2;16;23.2
2450223.5;0;2;27.44;-2;12;33.3
2450228.5;0;3;4.59;-2;8;43.3
2450233.5;0;3;41.73;-2;4;53.1
2450238.5;0;4;18.89;-2;1;2.8
2450243.5;0;4;56.07;-1;57;12.4
2450248.5;0;5;33.24;-1;53;21.9
2450253.5;0;6;10.42;-1;49;31.2
2450258.5;0;6;47.62;-1;45;40.4
2450263.5;0;7;24.82;-1;41;49.5
2450268.5;0;8;2.03;-1;37;58.5
2450273.5;0;8;39.26;-1;34;7.4
2450278.5;0;9;16.49;-1;30;16.1
2450283.5;0;9;53.72;-1;26;24.8
2450288.5;0;10;30.98;-1;22;33.3
2450293.5;0;11;8.24;-1;18;41.8
2450298.5;0;11;45.5;-1;14;50.1
2450303.5;0;12;22.78;-1;10;58.3
2450308.5;0;13;0.07;-1;7;6.4
2450313.5;0;13;37.37;-1;3;14.4
2450318.5;0;14;14.68;0;59;22.3
2450323.5;0;14;52;0;55;30.2
2450328.5;0;15;29.32;0;51;37.9
2450333.5;0;16;6.66;0;47;45.5
2450338.5;0;16;44.02;0;43;53
2450343.5;0;17;21.37;0;40;0.5
2450348.5;0;17;58.74;0;36;7.8
2450353.5;0;18;36.13;0;32;15.1
2450358.5;0;19;13.52;0;28;22.2
2450363.5;0;19;50.92;0;24;29.3
2450368.5;0;20;28.34;0;20;36.3
2450373.5;0;21;5.76;0;16;43.2
2450378.5;0;21;43.2;0;12;50.1
2450383.5;0;22;20.65;0;8;56.8
2450388.5;0;22;58.11;0;5;3.5
2450393.5;0;23;35.57;0;1;10.1
2450398.5;0;24;13.06;0;2;43.3
2450403.5;0;24;50.56;0;6;36.9
2450408.5;0;25;28.06;0;10;30.5
2450413.5;0;26;5.58;0;14;24.1
2450418.5;0;26;43.11;0;18;17.9
2450423.5;0;27;20.65;0;22;11.7
2450428.5;0;27;58.2;0;26;5.5
2450433.5;0;28;35.78;0;29;59.5
2450438.5;0;29;13.35;0;33;53.4
2450443.5;0;29;50.94;0;37;47.5
2450448.5;0;30;28.55;0;41;41.6
2450453.5;0;31;6.17;0;45;35.7
2450458.5;0;31;43.79;0;49;29.9
2450463.5;0;32;21.44;0;53;24.2
2450468.5;0;32;59.1;0;57;18.5
2450473.5;0;33;36.76;1;1;12.9
2450478.5;0;34;14.45;1;5;7.2
2450483.5;0;34;52.14;1;9;1.7
2450488.5;0;35;29.85;1;12;56.2
2450493.5;0;36;7.57;1;16;50.7
